label,text
neutral,"Да, я такая. У меня тяжелый характер. Я люблю быть лидером. Я холерик и упертая как баран.
Меня легко взбесить и невозможно переубедить! 😜"
positive,Любимая рядом)И больше ничего не надо)
neutral,мачо в белой рубашке)))))))
positive,"никаких разговоров, когда гуляем с девчонками
только АХАХАХАХАХАХ на всю улицу"
neutral,1-ое видео смотри после 2-ой минуты)) Ну а второй видос ппц!!))
neutral,"Кажется, у нас тут часть вторая в повести о падении деревяшки. Туда ему, собственно, и дорога!"
negative,пальчег обморозил((
neutral,"Если победит невежество, то меня первого спалят на костре"
negative,Говорят хохлы взяли на работы минюст г Грузии - ЕБАНОИДЗЕ . А по украински как - ЕБАНЬКО !!!!!!!
positive,скучаю по тебе очень!*
neutral,"Вечная Борьба, и кто их помирит тот не реально сильный 😉"
neutral,У солнышка выходной? :))
negative,К годовщине смерти - ПОСВЯЩАЕТСЯ НЫНЕШНИМ ИНТЕЛЛИГЕНТАМ И ТОЛЕРАСТАМ.
neutral,Нашла ... все остальное искать по знаку Зодиака как-то уже страшно !!!
neutral,Сунул Грека ногу в реку....
neutral,"это же так недавно было..)
[id42919690|Валерия Дубовая] 
[id31957478|Галя Конопелько]"
positive,Касатуля*)))
neutral,"Каждому человеку, которому ты даришь доверие, ты даешь в руки нож. Им он может тебя защитить или уничтожить."
positive,мы с ивулиным решили что окуенная темка)))
neutral,"„ Проезд по этому мосту стоил какие-то там копейки...но вы понимаете, что копейки тогда были как у нас тысячи...” (с) экскурсовод"
negative,чтоб ты сдох )))уххаххахаахах тупой мир 2 раза подряд руку еще никто не лома))
positive,Близится великий день!!!!!!
negative,":(Я БУДУ ПЛАКАТЬ , я скучаю без него, он ушол"
neutral,"Здраствуйте, может это чушь, как говорил Максим, но у меня совсем другая ситуация. После 5 месяцев отношений, где в то время он 3 раза предлагал расстаться, будто мне от того что он уйдет будет лучше и я найду за него лучше. Сегодня он мне позвонил и сказал, что хочет расстаться, но сказал что любит очень сильно, и может если что то у него уладится у нас будет все хорошо как прежде.
Меня болело и болит что-то внутри, никогда так не было и жутко хочется плакать, что это? И что мне делать с ним, что писать, стоит ли ждать. Я не хочу без него, что мне делать, подскажите, не игнорируйте! Спасибо за внимание, буду ждать ответа."
neutral,Не ожидала такой погоды в конце апреля❄❄❄ @ Rixos Prykarpattya
negative,"Температура под 39. Для меня это диагноз, поскольку при повышенной температуре, мне хочется совсем не того, чтобы лечь в постель с чашечкой какого-нибудь там чая (что характерно в общем-то для нормальных людей). И только здравый смысл заставляет меня запивать свои желания этим самым чаем, будь он трижды неладен. Ничего, завтра наверстаем."
positive,"ахахах Мишенька, солнышко!!видос пятибальный))) 
теперь я знаю ты потаенные желания...))))))"
positive,"ну вот и закончилось, последнее в этом году полное солнечное затмение ) /ждем конца света? xD/
вот никогда еще не наблюдал такого, спасибо технологиям, что позволили увидеть в прямом эфире эту красоту"
negative,хм... как я докатился до такой жизни?
neutral,так нас люди видят на улице
neutral,отсчёт пошел - 1
neutral,Перезалил. Это очень жизненная картинка
negative,5.Плачу- я лох !
neutral,Вытащили елку :) разбираем ее :)
positive,"Главное что бы глаза горели, если горят, видимо счастлива."
negative,такая дичь давно не снилась....
neutral,"С братаном  @ Зеленоградская, 25/4 "
neutral,"Трудно говорить с человеком, которого давно не видел, но и молчать с ним нелегко. Особенно трудно, когда у тебя есть много чего ему сказать и ты не имеешь ни малейшего представления, как это сделать."
neutral,"Лэнс Эдвард Армстронг 
— американский шоссейный велогонщик. Армстронг: «Однажды врачи нашли у меня рак мозга, рак легких и рак яичка — все за один раз. Мне предложили бросить спорт, но я послал всех на хер и, вылечившись, победил в Тур-де-Франс пять раз подряд».

Всего через три года после операции и химиотерапии, в 1999 году Армстронг выиграл первый Тур-Де-Франс. Итальянский велогонщик Филиппо Симеони публично обвинил его в допинге. В ответ Армстронг пообещал, что не даст Симеони выиграть ни одной гонки, в которой он сам будет выступать. И выполнил свое обещание.

В тяжелейшей гонке 2004 года почти вся трасса была исписана оскорбительными для Армстронга лозунгами. Французы плевали ему в лицо. 

И все равно он победил!"
neutral,"Харе в больнице там страдать) 
вернешься домой завтра,посмотришь)"
negative,"Ооо, быстро время летит:("
neutral,сумасшедшие люди!
negative,да-да( ну пофиг...
positive,"Друзья — это самая важная часть твоей жизни. Цени их слёзы, береги их улыбки, а ещё лучше — сберегай ваши общие воспоминания."
neutral,и снова не будет весныы
negative,а статус это про тех дибилов которых ты сегодня показывал?)))
neutral,"Запилите мне в комменты чего-нибудь в этом роде. Тречки надоедают ближе к середине, но чёт всё равно прикольные какие-то они"
positive,Любимый кум)))
positive,ш карная ава! тихо завидую белой завистью)
positive,Это был лучший концерт года!!!Сочувствую тем кто не пошел.
negative,"Тупее способа ""сэкономить"" не придумаешь. Лучше б бизнесменов - миллионеров/миллиардеров обложили налогами."
neutral,"Поврежденная о голову крепкого гопника рука оказалась практически в порядке - просто сильный ушиб, никаких переломов и трещин. Через неделю будет как новая.

Мораль - надо тренироваться, блеать! Один жалкий гопник и то оказался некоторой проблемой, на решение которой ушло несколько минут - а таких по большому счету надо сваливать пачками! Хорошо хоть остальных 4х Астарта удержала от подключения к драке."
positive,"Лёёёёёёёёёёёёёёёёёё,ава шикарнааааааааааа=)"
positive,Я по тебе очень сильно скучаю. Очень сильно тебя люблю. Только прошу... Не возвращайся.
positive,добрые и красивые такие стихи!!!
positive,Aхаха ну че где твоя барса?ахахаха дома да?ахаха все это время прошло ахаха просто нет слов
neutral,а что такое режим игры хардкор
neutral,Новый вид штандарта!
neutral,Дедуличка и бабуличка)
neutral,девочкам было скучно
negative,"пользуясь случаем, хочу сказать, что чувствую себя одиноко, пользуйтесь этим редким случаем.."
positive,Супер жопа:33
negative,"Чтоб ты слюнями захлебнулся, пес смердячий!"
positive,Чудесный денёк сегодня!!! не так ли?:-)
neutral,А весной его затопит!
negative,"Эх..как же я ""люблю"" таких воров)) Типичный неадекват,который даже спокойно поговорить не может и сразу кидает в ЧС! Я ему писал,что он украл мою роботу и дал ссылку на пост и,конечно же,доказательство того,что эта работа-моя. Хах,ну вот моя с этим ""адекватным"" человеком переписка и скрин того,как он меня кинул в Черный Список 😆"
neutral,это я между делом накидал.
neutral,НАЧАЛО!   ЗИМНЯЯ ФОТОШКОЛА: завтра ПЕРВОЕ занятие!!! Сбор в 19.00 в оговоренном месте! )))
negative,"мы живем в разных городах. кто-нибудь, дайте мне по щекам, чтобы я не забывала, что я не могу придти к тебе домой и пнуть тебя хорошенько под зад. так и хочется дать тебе волшебный пендель.
а мне хочется, чтобы мы друг к другу приходили и болтали. мы не завариваем чай, не садимся вместе за стол и не говорим о жизни, поедая ириски.
мы просто есть в каком-то неведомом пространстве и времени. и хоть кто-нибудь, скажите, что где-то мы будем, потому что, нет, я не устала ждать...
и я вижу смысл ждать.
мне просто страшно. потерять тебя. мне. страшно."
neutral,"А ТЫ ЗНАЕШЬ, ЧТО СДЕЛАЛА ЛЮБАШКА УПОРНИКОВА ПРОШЛЫМ ЛЕТОМ?

бухала.....что же она еще может делать?
"
positive,Я ХОЧУ НА КАВКАЗ)))))))
positive,какой чудесный день))))))
neutral,Наш семейный доктор !!!
negative,"мне кажеться што даша на нас немного обиделась,и рогастая также"
neutral,САНАН ГАВНО ТЕБЕ КИДАЕТ ВОТ ЭТО ЛУЧШЕ!!!
negative,Бывает...когда очень любишь человека..когда он скажет что-то не так или не то ..то просто жить не хочеться!?!
negative,просто БЕСИТ когда худые как спички подруги начинают ныть что они толстые
positive,"Сбылась моя мечта, побывали в не туристическом итальянском клубе, словами не передать... Ну и конечно традиционный фотосет, дабы зачекиниться на фоне модного места Cocorico :)"
neutral,"Смотри, какой косплей.))"
negative,"Костя,Костя.
нехорошо так делать"
neutral,Сейчас был в Иерусалиме... Ахренеть сколько тут евреев:) Еду в Тель-Авив.
neutral,"КРУПНОЕ И МЕЛКОЕ(Черемных)
Прежде чем топтаться на поверженных кумирах, политикам следовало бы поискать новых
"
positive,СЧАСТЛИВА!!!!!))
negative,побрей пезду!
positive,"ахахаха как выбрать мужчину:)
Главное чтоб он деньги собирал ахаххаха)))"
neutral,"если люди не ссорятся, значит они друг другу безразличны."
neutral,вот она...наша Миша
positive,"Я с улыбкой засыпаю
после
разговоров с тобой.
Знаешь, ждать тебя
тяжело, но оно
того стоит."
neutral,"Почувствовала себя задротом....
Понимаю, всю ночь гулять, но писать сайт не смыкая глаз..!"
neutral,Снял погоны и петлицы и уже .............. ДЕМОБИЛИЗАЦИЯ!!!!!
positive,В гостях у прекрасной миледи
positive,Я - талант :)
positive,такое странное и нездоровое желание... Но я хочу!:D
neutral,"Гулять на улице в мороз, в одной футболке - могу, умею, практикую)))"
positive,Анька абезянааааааааааааааааа:))))
neutral,"Вечный двигателя прям=))))))))))))))
"
neutral,"Просто есть такие люди, с которыми бесконечно хорошо. Которые до паники нужны. Которых будешь бояться потерять до слез от одной только мысли. И не хочется быть с другими. Не хочется."
negative,гори в аду
neutral,"Религия — общечеловеческий навязчивый невроз.
 (Зигмунд Фрейд)"
positive,"Собака- самый преданный друг и очень тяжело, когда она погибает))) Моя любимая ЛОРОЧКА)))"
negative,"Либерасты из ""Дождя"" предполагая посмеяться над ""бедным крестьянином"", не знающим куда податься, невольно пропиарили своего злейшего врага - просвещенного антисемита."
neutral,И пожалуй положу конец гендерной войне в коментах ниже.
negative,У меня завтра екзамен-философия!!!Я ничего не знаю(((((
negative,"ты в него по уши,а он тебе по ушам..."
positive,"Зай!знаешь я сегодня убедилась что тебе можно доверять, я знаю что ты можешь поддержать,помочь в каких либо проблемах! Я хочу что бы дальше продолжали так же общаться!люблю тебя зайка моя***)))))"
neutral,Как же важно быть кому-но нужным
neutral,"Прекрасный текст. Щелчок по носу блюстителям морали и «традиционных ценностей».
Получитераспишитесь, как говорится."
negative,"Почему мы так часто молчим?
В то время как грудь разрывает
Потребность сказать безо всяких причин
Кому-то о том, что его не хватает!

О том, что объятия могут спасти
От тоски, беспросветной апатии.
Боимся отказа. И проще уйти
Домой или в осень. Найти занятие.

Любое, чтоб только не думать,
Не помнить слова и улыбки, мечты!
Бежим от проблем, от людей и от шума!
Одиноки, увы, те, кто скрытны, горды."
neutral,сижу за кампом в натянутом на волосатую голову пртивогазе...
positive,"Благодарна за то, что мне посчастливилось иметь рядом людей, способных сделать меня счастливой и превратить не самый хороший день в праздник ^_^"
negative,допавь пляха муха!
neutral,я не могла тебя не сводить на этот концерт :-*
neutral,"ну давай ты мне купишь Хонду Интегру, а я те доску!))"
negative,"а я его
жаль что его нет........."
positive,Поступииила=*
negative,"Блять , да я бы лучше сыграл -_- 
Проебать грекам , днище . 
Испания вперед !!!11"
negative,"...опять сессия !!! заебала!!!деньги,время где всё это найти !!!"
positive,"таких как ты один на миллион!!**...
ты чудо*"
neutral,"Отвези, привези, замути, закрути,тачка в тему,заебись,бесплатное такси.. там же через купюру немного пороха по ноздре пусти,ведь можно на верхушку вылезти,типа я с ними...вообще много способов влиться в чужую тусу,но вашу тусу отжали бы как мокрые трусы..."
positive,ЮХУХУ! Я ОТОРВАЛАСЬ!!!!!! ЭТО БЫЛО. . . ЭТО БЫЛО. . . ХОЧУ ЕЩЕ!!!!!!!
neutral,Оргия Праведников - Шитрок
positive,Чисто поржать)
neutral,"интересно, много идиотов на это купилось?)"
positive,"Температура на грани минуса, а в душе тепло 😌"
positive,Приехал в #москву #городгерой #первыйраз 
neutral,Мне наплевать на чьи-то причитания. У моих поступков свои основания..
positive,К Новому Году Готов;)
positive,Мы сделали это!!!
negative,"""Ярош после событий в Мукачево сумел заставить власть поделиться с «Правым сектором» местами кормления, и на какое-то время его боевики притихли. Их стало не видно.""
Не совсем так. ПС вошел в СБУ. В больной организм пустили яд. Теперь вопрос когда организм сдохнет."
neutral,так вот оно что...)
neutral,Ну ответь же!!!
negative,"😏 Хотел сказать тебе давно 
😇 Прошу не охай и не ахай
☺ Всего 3 слова я скажу
😑 Иди пожалуйста ты на...уй"
neutral,блиать как жизненно-то)))
neutral,Список дел Опера Погона.
negative,"температура 39.1....черт,еще 0.9 градуса и я водка!)"
neutral,"Смешно, когда люди говорят, что знают меня."
negative,"*эээээхь.... ну что же такое...*
"
positive,ахахаха...
positive,в гауди на иванушек)))))ееее!!!
neutral,"Ты только вспомни, что было год назад и что есть сейчас. Со сколькими людьми ты теперь не общаешься, хотя они клялись быть с тобой до конца."
positive,"★Жизнь прекрасна, когда знаешь, что кого-то раздражаешь.★"
positive,"Новая эра репчины)))))ахахахахааха
БЛя ахаха"
negative,"Никогда не ставь грустный статус,ведь  каждая сука мечтает увидеть как тебе  паршиво ... =)))"
positive,Прикольно...
negative,"Я унылое говно! не пишите мне! я не хочу не с кем разговаривать .....:
..."
neutral,какой мэр - такая и погода
neutral,"Сколько бы недостатков не было у человека, он всегда будет идеальным, если он любимый."
neutral,"Кто работает целый день, тому некогда зарабатывать деньги. (с) Джон Дэвисон Рокфеллер"
neutral,"мозги, конечно не видно,но когда их не хватает-ЗАМЕТНО :)"
positive,Сочинские монетки и купюры) Мой папа молодец))
neutral,"И даже если ты всеми любим, по вкусу ты точно такой же Ганнибал Лектор как Аллах един ."
neutral,"Дома не спится никак, а на концертах в отрубе 😂😂"
neutral,Люди меняются словно выпуски газеты.©
neutral,"вот она, первая серьезная вершина! теперь нужно не упасть..ну что ж, вызов опять брошен;) 
А сказать девочке из Ханты-Мансийска, что ей не поступить на бюджет в Москву?
лучше скажите Нилу Армстронгу, что невозможно пройтись по Луне;)"
positive,Аж не верится что лето уже заканчивается...А я надеюсь провести остаток лета очень хорошо:)*
neutral,"«Рекламный дизайн, убеждающий людей покупать вещи, которые им не нужны, на деньги, которых у них нет, для того, чтобы произвести впечатление на других людей, которым нет до этого никакого дела, возможно является самой фальшивой профессией сегодняшних дней.» © В. Папанек"
neutral,"-...он в Бога сначала не верил, а потом Бог его вывел на верный путь-у него сердце заболело...( откровение бабки из электрички. Слава Милостивому Богу!)"
negative,"Мдаа, контакт глючит нещадно, он думает что тут две ленты каментов, и показывает нам то одну, то другую. К сожалению, с этим ничего не сделать, проблема с той стороны."
negative,"Сегодня в Домодедово взрыв был.О как бывает,свезло нам. На два дня раньше,и не прилетели бы..."
negative,"Очередная порция космолажи от Вачовски. Трудно поверить, что это создатели ""Матрицы"" родили подобное третьесортное кино, щедро приправленное отвратительной безэмоциональной игрой Кунис и Татума. Отсутствие внятного сюжета и логики, перенасыщенность сумбуром и откровенным маразмом -всё, чем запомнился фильм. 2 часа, потраченные на волкоорла и летающих варанов. Вачовски, позор на оба ваших дома."
positive,"Блин лето закончилось , но ничего мы и осенью туснем.)"
positive,"Урааааааа! Зенит обыграл Бенфику! И самое главное как: честно, в открытой борьбе и до конца!"
negative,6 (!!!) баллов не хватило((((ЧЕРТ!!!
positive,я мастер в своём деле:D
negative,"Ахпзпхахпщаза.
Мне скучно."
neutral,иногда хочется прикинутся дурочкой.....)
positive,"Слов нет.
Это мечта ,господа.
не все конечно поймут..но черт..это шикарно"
neutral,"Как же ,все-таки ,сложно сделать выбор!))"
positive,я не знаю что это!!но это ппц!ахахахаха
positive,класний трек...
positive,"И снова между нами 376км,
В голове моей куча счасливых моментов.
Когда рядом с тобой я теряю голос свой,
Ведь не трудно с тобой,
И веду за собой.

В каждой смске люблю и скучаю,
Ждать каждый день тебя обещаю.
Мне с тобою легко,
Ведь судьбой мне дано,
Что б со мною ты был и так нежно любил."
neutral,Люди берегите ноги!!!!
negative,Вчера был на границе Харьковской и Белгородской обл. картина не айс бегут людишки с укры
negative,"Помните, я говорила, мол, скорее бы среда, чтоб с этим дипломом уже покончить и т.д.? Так вот, ЗАВТРА среда. И мне очень страшно( Пойду поплачу("
positive,Барса ван лав <3
neutral,Калининград )))
negative,"Хуйня, а не карты"
positive,о да! я скучаю по Херсону еще больше
neutral,зло у вас завтра?
positive,Пацаны ваще ребята:)
neutral,не любить меня -- не возможно!!!
neutral,и это не мой ребенок.
neutral,"открыла учебник, прочитала вопрос, офигела, закрыла учебник :D"
neutral,"На горизонте трассы садиться солнце,всё что было сплыло,врятли уже вернётся...."
neutral,разве реально будет устоять....если будет играть хотя бы это.......
neutral,"Не признаю своих грехов.
Да, не святая.
Но в строчках искренних стихов
И ад растаял..
Лишь слез непролитых вчера
Остались капли..
Ты не остался до утра…
Исчез. Не так ли?
А после были и снега,
И пламя боли.
Но часто любят и врага,
Когда в неволе.
И что уж долго говорить…
Нашел и веришь…
Грехи??? Греховно не любить..
Когда умеешь.."
positive,"Девочки знают-я звезда,окей"
neutral,"меня не мучает совесть,у меня её нет!!!"
neutral,Еду в Москву.
neutral,А живот конкретно требует бабочек:)
neutral,"первый видосик со мной, гейм оф блейд, не сделал по сути 3 трюка,но вылетел чутли не первый, какойто эпик фэил произошел когда записывали буквы, заказывал трюк последним,поэтому только 1 успел( vimeo.com/37373618"
neutral,"Всё, приехали товарищи..."
neutral,"Такие дела...

"
neutral,Голова археоптерикса(цветные карандаши)
negative,Нахуй мне ета стрьомная житуха мне умереть????
positive,симпатичный! необычный! ))))
neutral,"Приехал в Москуву, только что...никак не могу понять- ГДЕ Я??? В МОСКВЕ ИЛИ В ТАДЖИКИСТАНЕ???"
neutral,"C сегодняшнего дня прошу считать меня недействительным, весьма сомнительным. (с)"
positive,Хочу на финский залив )
neutral,люди помогайте разнести по сети обращение ко всем украинцам   ОСТАНОВИТЕСЬ  ! НЕ ПЕРЕСТУПАЙТЕ ЧЕРТУ!  УКРАИНЕЦ-НЕ СТРЕЛЯЙ В УКРАИНЦА !СЛАВЯНИН НЕ СТРЕЛЯЙ В СЛАВЯНИНА !ТРИ ЕВРЕЯ В УГОДУ АМЕРИКАНЦАМ ХОТЯТ НАВЯЗАТЬ НАМ КРОВАВУЮ БОЙНЮ  НАША КРОВЬ-ЭТО ИХ ДОЛЛАРЫ В КАРМАНЕ  РАДИ ЭТОГО СТОИТ ВОЕВАТЬ С БРАТОМ???
neutral,Каждый из нас Герой своей жизни...
neutral,мы открылись:-)))
negative,Почему я тебя ублюдка не видел уже овер9к месяцев?
neutral,Пять секретов настоящего мужчины!
negative,"Я на жесткую диету посадил свое тело,
И довел я это дело просто до бес предела,
Я слюною истекаю у мясного отдела....капец."
positive,"Когда я губ твоих коснулась, Я поняла, что счастье есть И не в деньгах , как думают другие, А в том , что рядом кто то есть. Ты стал таким родным и близким , Что кругом просто голова Мурашки от твоих двежений И загораются глаза. Ты самый лучший Добрый , нежный Я так скучаю по тебе Когда целуешь мои плечи, Я растворяюсь в тишене. Твой запах кожи , так мне близок И взгляд теплей ночи любой, Ты мне дороже , чем другие, Ты только рядом будь со мной!!!:D:D:*:*:*"
positive,смотрите как детишки любят Нюшутку :)))
neutral,надо было тебя сёдня на физике сфотать ;DDD
negative,"Эти издевательства, когда-нибудь закончатся? я не против нововведений, но сколько можно то..."
neutral,"Либо всё, либо ничего!!!"
neutral,наконец-то. коронный выстрел
positive,"зима, ЗиМа, ЗИМА!!!!"
neutral,Заехали вечерком в KFC)
neutral,"Бред, но Оскар всё меняет :3"
negative,"«Сегодня, увы, многим нашим мужикам грош цена, потому что из-за своих комплексов они стараются брать в жёны существа, которые только и смотрят им в рот. 
Им, разумеется, это нравится, потому что примитивный мужчина рядом с еще более никчемной женщиной кажется себе очень значительным».

- Лолита Милявская, певица"
negative,блин только что услышала эту песню...вернулась в прошлое.так больно стало..много чего вспомнила!!!!!!!!!!!!!!!
negative,Эх... Были времена :(
positive,"Пожалуй, только его песни не надоедают!"
neutral,"Мне настолько скучно и нечего делать, что я уже знаю 53 знака после запятой числа Пи на память."
positive,Шопинг прошел на пользу)
neutral,Booo*(Таня гонит)
neutral,блин ультраса не будет 
negative,"Когда два говёных характера с хроническим пиздабольством находят друг друга, образуется ядовитое облако, очень вонючее и противное... Ну и как обычно бывает, самомнение у этого говна такое, будто оно и не говно вовсе. 
Адресовано: мальчику и девочке ""N"""
positive,ставь её себе ахах)
neutral,"если скажешь, что ты труп, я тебе не поверю."
negative,"страдаю я с самого детства
и успокоюсь тогда
когда пропадёт наконец-то 
бесконечное чувство стыда"
negative,"Человек, который не хочет повышать свою квалификацию, учиться новому, покупает ненужную хрень, потому что его заставил злой телевизор и покупает вещи в долг, потому что не имеет мозга, скромности и честности иметь только те вещи, которые может себе позволить - сам делает себя рабом. Никакого заговора и мирового правительства тут даже не надо."
neutral,Нет ничего невозможного.
positive,Родная Спасибо за ДОЦЮ!!!!! Я Самый счастливый папа!!!!
positive,"Стал чемпионом Евразии! Собственный рекорд не побил, но хоть так..."
neutral,полковнику  не  кто  не пишит
neutral,а ты готова к Новому Году?))))*
neutral,И ещё немножко ледохода...
negative,"Дорога в никуда. Здесь нет чувства радости, счастья, боли, сострадания, а только лишь пустота, которую ты пытаешься заполнить."
negative,"Я привязываюсь к людям очень быстро, немого пообщались, понравился человек - привязался и потом с ума схожу, а человеку похуй"
neutral,мой кореш))
neutral,Мастеркласс...
positive,Люблю своего мальчика. Но он ето мой и только мой. Только кто посмеет его увести у меня. Етому человеку так не повезет
negative,Нет.Нет.Нет.Нет.Нет.Нет.Нет.Нет.Не надо.Пожалуйста. Только не это.Нетнетнет.
neutral,"Продам снег.Много(20-30 тонн).Дешево(даже доплачу).Только пожалуйста,уберите его побыстрей из моего города!!!"
negative,[id21293643|Лёня] - нехороший человек...
negative,Меня твои истории просто доебали уже
neutral,"Если бы компьютерные игры действительно влияли на людей, то многие из тех, кто играл в Pacman, ходили бы по тёмным помещениям, ели волшебные таблетки и дёргались под повторяющуюся музыку... oh wait..."
negative,"Никому не доверяйте, НИКОГДА!!! Вы обязательно разочаруетесь..."
neutral,"А кто то станет петь фальцетом...
Здесь Ден с приветом, под тёплым пледом...
Меня морозит,
 в голове вопросы, 
щас бы папиросу,
 но ведь я же бросил!
Трезвость -норма жизни,
Облико морале, 
кто то служит отчизне, 
зашибая медали....
А мы не стали....
нет не косили...
Пошли другим путём, 
да нас и не спросили.
Покуда сила есть, 
будем стараться, 
сколько раз падал не счесть,
 но поднимался...
Откуда, спросишь ты,
В жопе алмазы....
Отвечу с радостью бразе....
Немного веры в себя...
И вот награда...
Всё небо в стразах....
Здесь Ден из Ростова,
И его ночная маза, йоу(v)"
neutral,"Я знаю то, что нужно мне.(c) Максим Тиханский"
neutral,Меня оштрафовало ГИА  г.Драбова
negative,"Ну и как, спрашивается, прожить всю жизнь с одним человеком в обществе тотального движения? В эпоху, когда кумиров, президентов, искусства, пол, религию, хобби меняют как перчатки? С какой стати чувству под названием любовь быть исключением из всеобщей шизофрении?"
positive,"было охеренно, особенно дорога домой"
neutral,Моя школа.  Совместная работа с мои друзьми Primosport.
neutral,"Даже не могла подумать, что встречу любовь в Нижневартовске..."
positive,"Валек,мы тоже за тобой соскучились...приезжай поскорей!)"
neutral,Или так...:DDD
neutral,Сегодня я первый раз побывала в травмпункте. Вобщем мне понравилось - интересно и познавательно. Но в Клинике все совсем не так!
positive,ну порвите всех завтраXD
negative,"Если бы кто-то залез в мою голову сегодня утром, он бы нашел там расчлененный труп соседского мальчика и меня. С топором. Хихикающую. Наматывающую его кишки на обух."
negative,Вот по кому ювенальная юстиция плачет-по идиотам с этого форума!
positive,классное видео последнее)
neutral,аттракцион невиданной щедрости от Артура 😆
neutral,Спецслужбам России и Украины удалось предотвратить покушение на Владимира Путина
neutral,Сегодня моя железка:Жилина-Марсель(победа Марсель)..Витязь-Трактор(победа трактор)..ЧФР Клуж-Бавария(победа Бавария)..Динамо-Салават Юлаев
positive,"Ох этот неловкий момент когда все переживают из-за расставания с отрядом и вожатыми, а я за спиженную колбасу :с :D
Если серьёзно, то дорогой мой 1 отряд я вас очень люблю и знаю, что мы снова встретимся и не раз! Ведь это мы! Мы все могём и все сумеем!  Такую крутую компашку не разбить ни за что на свете! Люблю, скучаю :3 ♥"
positive,"Хоть и маленькая, но она охринеть какая потрясающая (...зайка...)"
neutral,"в 7.30 утра кидать с балкона бумажные самолетики в людей с надписями ""мы все сдохнем"" и ""расчленить и сжечь""- это,блять,кульминация всего позитива,заложенного во мне:D"
negative,"Он дико тупой... я думаю, что 25 лет назад его родители не нашли в капусте младенца и решили воспитать кочан!))"
positive,Вот это я понимаю- первый СНЕГ!)
positive,"Чем больше в душе солнца, тем ярче жизнь вокруг))"
neutral,"Любая игра кажется честной, если всех игроков надули в самом начале."
positive,"Дом, милый мать его Дом."
positive,"пхаха,Дима от души побесились :D"
positive," 
такие клевые :))"
negative,"Нет веры,нет любви и надежды,
Значит я уже труп,или был им и прежде."
neutral,Жек я тебя сфоткал после треши
positive,Прикольнуло))))
negative,урод выгонять тебя из клана!
neutral,Постригся))
neutral,"Три мысли, которые должны присутствовать у тебя в голове:""Хочу!"", ""Могу!"", ""Умею!""."
negative,"Это свобода слова? Украинские СМИ радостно сообщили, что мэр Киева вышел из Партии Регионов в поддержку ""мирных протестующих"". На самом деле, у него похитили и взяли в заложники его ребенка... Все средства хороши, и ложь, и даже смерть ребенка..."
neutral,"Любовь, пережившая расстояние, вознаграждается вечностью."
neutral,"""Боязливых же и неверных, и скверных и убийц, и любодеев и чародеев, и идолослужителей и всех лжецов участь в озере, горящем огнем и серою..."" Откровение Иоанна Богослова"
negative,"противостояние полов достигает апогея. рождаемость стремится к нулю. женщины, вы чего? совсем охуели? знайте свое место, вымрем ведь!"
neutral,"вот это, наверное? 
 

вроде бы не приняли поправки в конце концов."
neutral,Чаек с чабрецом и капучино👼#зож @ Морпорт Сочи
positive,Любимиая моя коза=))))
neutral,Мне одному смешно от этих фоток с маскарада?
neutral,а ну ка вылезай ка из панциря)))))
negative,"Этот неловкий момент, когда все считают человека охуенным, а ты один знаешь, что он говно ебаное."
